game_id,name_jp,expansion,description_en,description_jp
183682,オルレアン　侵略,164928,"Orl&eacute;ans: Invasion, the first large expansion for the award-winning game &quot;Orl&eacute;ans&quot;, contains six scenarios designed by Reiner Stockhausen and Inka &amp; Markus Brand. It also includes a new set of Place Tiles that can be used with or without any of the scenarios.&#10;&#10;The new scenarios are:&#10;&#10;    Prosperity: An extensive scenario introducing new Events and a Carpenter that all players may use to build Structures for victory points, designed by Inka and Markus Brand.&#10;    Invasion: A cooperative scenario in which players have to work together to fend off an invasion while fulfilling personal objectives, designed by Inka and Markus Brand.&#10;    The Duel: A two-player scenario in which both players race to be the first to complete a series of objectives, designed by Reiner Stockhausen.&#10;&#10;&#10;&#10;&#10;In addition, Invasion contains three single-player challenges by Reiner Stockhausen.&#10;&#10;    The Dignitary: You are an important dignitary trying to gather as many Citizens as possible.&#10;    Capital Vierzon: Develop the city of Vierzon to become the capital of its region.&#10;    Traveling Salesman: Travel through the country and make important deliveries to faraway cities.&#10;&#10;&#10;&#10;&#10;",Orl&eacute; ans：Invasionは、受賞歴のあるゲーム「Orl&eacute; ans」の最初の大規模な拡張版で、ライナー・シュトックハウゼンとInka&MarkusBrandによって設計された6つのシナリオが含まれています。また、シナリオの有無にかかわらず使用できるプレイスタイルの新しいセットも含まれています。<br><br>新しいシナリオは次のとおりです。<br><br>    繁栄：InkaとMarkus Brandによって設計された、勝利ポイントの構造を構築するためにすべてのプレイヤーが使用できる新しいイベントと大工を紹介する広範なシナリオ。<br>    侵略：InkaとMarkus Brandによって設計された、個人的な目的を達成しながら、プレイヤーが協力して侵略をかわす必要がある協力的なシナリオ。<br>    決闘：ライナー・シュトックハウゼンによって設計された、一連の目標を最初に完了するために両方のプレイヤーが競争する2人のプレイヤーのシナリオ。<br><br><br><br><br>さらに、InvasionにはReinerStockhausenによる3つのシングルプレイヤーチャレンジが含まれています。<br><br>    権威者：あなたは、できるだけ多くの市民を集めようとしている重要な高官です。<br>    首都ビエルゾン：その地域の首都になるためにビエルゾンの都市を開発します。<br>    巡回セールスマン：国中を旅行し、遠くの都市に重要な配達をします。<br><br><br><br><br>
204814,オルレアン　交易と陰謀,164928,"Orl&eacute;ans: Trade &amp; Intrigue is the second large expansion for the award-winning game Orl&eacute;ans.&#10;&#10;This expansion adds new place tiles and four new modules:&#10;&#10;     Orders: a new set of cards, each depicting goods and a city - collect the goods and turn them in at the city for victory points&#10;     New Events: a completely new set of 34 Hour Glass Tiles from which 18 are semi-randomly chosen for each game&#10;     New Beneficial Deeds: a replacement Beneficial Deeds board providing completely new rewards for sending away your Followers&#10;     Intrigue: a replacement Beneficial Deeds board allowing you to attack and hinder your opponents or even steal from them&#10;&#10;&#10;",Orl&eacute; ans：Trade&Intrigueは、受賞歴のあるゲームOrl&eacute;ansの2番目に大きな拡張版です。<br><br>この拡張により、新しい場所のタイルと4つの新しいモジュールが追加されます。<br><br>     注文：それぞれが商品と都市を描いた新しいカードのセット-商品を集めて都市に提出し、勝利ポイントを獲得します<br>     新しいイベント：完全に新しい34時間ガラスタイルのセットで、ゲームごとに18個が半ランダムに選択されます<br>     新しいBeneficialDeeds：フォロワーを送り出すためのまったく新しい報酬を提供する交換用のBeneficialDeedsボード<br>     陰謀：敵を攻撃して妨害したり、敵から盗んだりすることを可能にする交換用の有益な証書ボード<br><br><br>
2389,オセロ,,"Trap other pieces between your own to capture them, but be aware that the opponent may do the same. Pieces will change sides (colors) dozens of times. The winner is the one with the most pieces when no more pieces can be played on the board.&#10;&#10;In Hong Kong, an advertising campaign by Texwood for its Apple Jeans involved the use of Othello sets, retitled Ping Guo Qi (Apple Chess). The sucess of the campaign raised the popularity of the game, and Ping Guo Qi or Apple Chess has since become an alternative name for Hei Bai Qi (Black and White Chess), the more traditional name for the game.&#10;&#10;Goro Hasegawa changed Setup of Reversi a bit and renamed it as Othello inspired from Shakespeare's play.&#10;&#10;",他のピースを自分の間にトラップしてキャプチャしますが、対戦相手が同じことをする可能性があることに注意してください。ピースは何十回も側面（色）を変えます。勝者は、ボード上でこれ以上曲を再生できなくなったときに最も多くの曲を持っている人です。<br><br>香港では、TexwoodによるApple Jeansの広告キャンペーンで、Ping Guo Qi（Apple Chess）と改名されたオセロセットの使用が行われました。キャンペーンの成功はゲームの人気を高め、Ping GuoQiまたはAppleChessは、ゲームのより伝統的な名前であるHei Bai Qi（黒と白のチェス）の別名になりました。<br><br>長谷川五郎は、リバーシのセットアップを少し変更し、シェイクスピアの演劇からインスピレーションを得たオセロに名前を変更しました。<br><br>
234512,,,"User summary&#10;&#227;&#129;&#189;&#227;&#130;&#147;&#227;&#129;&#147;&#227;&#129;&#164;&#227;&#131;&#154;&#227;&#130;&#164;&#227;&#131;&#179;&#227;&#131;&#136; (Ponkotsu Paint) is a &ldquo;drawing chicken race&rdquo; game where a player tries to illustrate a topic in order for it to be identified by their teammate. There are two conditions for drawing: 1) Only straight lines and circles can be used. 2) Draw as few lines as possible. The key to winning is finding the minimum amount of lines required to convey something and how well can your teammate guess.&#10;&#10;The game was originally published under the designer's own label Ponkotsu Farm (&#227;&#129;&#189;&#227;&#130;&#147;&#227;&#129;&#147;&#227;&#129;&#164;&#227;&#131;&#149;&#227;&#130;&#161;&#227;&#131;&#188;&#227;&#131;&#160;) in 2011. In 2017 &#233;&#149;&#183;&#232;&#176;&#183;&#229;&#183;&#157; &#231;&#153;&#187;&#233;&#175;&#137; (Tori Hasegawa) thought it was a waste that &quot;a great game with simple rules that anyone can play&quot; was not available, so he re-issued it under his label MOGwai (&#227;&#131;&#162;&#227;&#130;&#176;&#227;&#131;&#175;&#227;&#130;&#164;).&#10;&#10;&#227;&#128;&#140;&#231;&#155;&#180;&#231;&#183;&#154;&#227;&#129;&#168;&#229;&#134;&#134;&#227;&#129;&#151;&#227;&#129;&#139;&#230;&#143;&#143;&#227;&#129;&#145;&#227;&#129;&#170;&#227;&#129;&#132;&#227;&#128;&#141;&#227;&#128;&#129;&#227;&#128;&#140;&#227;&#129;&#167;&#227;&#129;&#141;&#227;&#130;&#139;&#227;&#129;&#160;&#227;&#129;&#145;&#229;&#176;&#145;&#227;&#129;&#170;&#227;&#129;&#132;&#231;&#183;&#154;&#227;&#129;&#167;&#230;&#143;&#143;&#227;&#129;&#139;&#227;&#129;&#170;&#227;&#129;&#145;&#227;&#130;&#140;&#227;&#129;&#176;&#227;&#129;&#170;&#227;&#130;&#137;&#227;&#129;&#170;&#227;&#129;&#132;&#227;&#128;&#141;&#227;&#129;&#168;&#227;&#129;&#132;&#227;&#129;&#134;&#231;&#138;&#182;&#230;&#179;&#129;&#227;&#129;&#167;&#231;&#181;&#181;&#227;&#130;&#146;&#230;&#143;&#143;&#227;&#129;&#132;&#227;&#129;&#166;&#227;&#128;&#129;&#227;&#129;&#138;&#233;&#161;&#140;&#227;&#130;&#146;&#231;&#155;&#184;&#230;&#137;&#139;&#227;&#129;&#171;&#228;&#188;&#157;&#227;&#129;&#136;&#227;&#130;&#139;&#227;&#129;&#168;&#227;&#129;&#132;&#227;&#129;&#134;&#227;&#128;&#140;&#227;&#129;&#138;&#231;&#181;&#181;&#230;&#143;&#143;&#227;&#129;&#141;&#227;&#131;&#129;&#227;&#130;&#173;&#227;&#131;&#179;&#227;&#131;&#172;&#227;&#131;&#188;&#227;&#130;&#185;&#227;&#128;&#141;&#227;&#129;&#167;&#227;&#129;&#153;&#227;&#128;&#130;&#10;&#227;&#129;&#169;&#227;&#130;&#140;&#227;&#129;&#143;&#227;&#130;&#137;&#227;&#129;&#132;&#227;&#129;&#170;&#227;&#130;&#137;&#231;&#183;&#154;&#227;&#129;&#174;&#230;&#156;&#172;&#230;&#149;&#176;&#227;&#130;&#146;&#230;&#184;&#155;&#227;&#130;&#137;&#227;&#129;&#151;&#227;&#129;&#166;&#227;&#130;&#130;&#231;&#155;&#184;&#230;&#137;&#139;&#227;&#129;&#171;&#228;&#188;&#157;&#227;&#130;&#143;&#227;&#130;&#139;&#227;&#129;&#139;&#227;&#128;&#129;&#227;&#129;&#157;&#227;&#129;&#147;&#227;&#130;&#146;&#227;&#129;&#134;&#227;&#129;&#190;&#227;&#129;&#143;&#232;&#166;&#139;&#229;&#136;&#135;&#227;&#130;&#140;&#227;&#130;&#139;&#227;&#129;&#139;&#227;&#129;&#140;&#229;&#139;&#157;&#232;&#178;&#160;&#227;&#129;&#174;&#227;&#130;&#171;&#227;&#130;&#174;&#227;&#129;&#168;&#227;&#129;&#170;&#227;&#130;&#138;&#227;&#129;&#190;&#227;&#129;&#153;&#227;&#128;&#130;&#10;&#10;",ユーザーの概要<br>ã½ã‚“ã“ã¤ãƒšã‚¤ãƒ³ãƒˆ（ポンコツペイント）は&ldquo;ドローイングチキンレース&rdquo;チームメイトがトピックを識別できるように、プレーヤーがトピックを説明しようとするゲーム。描画には2つの条件があります。1）直線と円のみ使用できます。 2）できるだけ少ない線を引きます。勝つための鍵は、何かを伝えるために必要な最小限の行数と、チームメートがどれだけうまく推測できるかを見つけることです。<br><br>このゲームは元々、2011年にデザイナー自身のレーベルPonkotsu Farm（ã½ã、“ã“ã¤ãƒ•ã‚¡ãƒ¼ãƒ）で公開されました。2017年にé•・è°・å・ç ™»é¯‰（長谷川鳥）は、「誰でもプレイできるシンプルなルールの素晴らしいゲーム」が手に入らないのはもったいないと思ったので、MOGwai（ãƒ¢ã‚°ãƒ）というレーベルで再発行した。 ¯ã‚¤）。<br><br>ã€Œç›´ç・šã¨å††ã—ã‹æã‘ãªã„ã€ã€ã€Œã§ãã、‹ ãã‘å°‘ãªã„ç・šã§æã‹ãªã‘ã‚Œã°ãªã‚‰ãªã„ã€ã ¨ã„ã†çŠ¶æ³ã§çµµã、’æã„ã¦ã€ãŠé¡Œã‚’ç›¸æ‰‹ã«ä¼ ãˆã‚‹ã¨ã„ã†ã€ŒãŠçµµæããƒã‚ãƒ³ãƒ¬ãƒ¼ã‚¹ã€ã§ã ™ã€、<br>ã©ã‚Œãã‚‰ã„ãªã‚‰ç・šã®æœ¬æ•°ã‚’æ¸›ã‚‰ã—ã¦ã、、 ç›¸æ‰‹ã«ä¼ã、ã‚‹ã‹ã€ãã“ã‚’ã†ã¾ãè¦ ‹åˆ‡ã‚Œã 、‹ã‹ãŒå‹è²ã®ã‚«ã‚®ã¨ãªã‚Šã¾ã™ã€、<br><br>
152237,ペアーズ,,"Pairs is the name of the game, and pairs of cards are what players want to avoid.&#10;&#10;The game uses a 55-card deck that contains one 1, two 2s, three 3s, and so on up to ten 10s. At the start of the game, shuffle the deck, then remove five cards from play unseen. Deal one card face-up to each player.&#10;&#10;Whoever has the lowest card is the first active player. She decides whether to &quot;hit&quot; &mdash; that is, be dealt another card &mdash; or forfeit the round. If she hits and is dealt a card that doesn't match a card she already has in front of her, then the next player clockwise becomes the active player; if the card does match, then the round ends, she keeps one of these matching cards as penalty points, then everyone else discards their cards and a new round begins with each player being dealt a card.&#10;&#10;If the active player forfeits, the round ends and she takes the lowest-valued card visible on the table as penalty points, then a new round begins. Penalty cards remain set aside, even if the deck is shuffled to continue play. If a player acquires more penalty points than the predetermined threshold, then the game ends and this player loses. (Alternatively, players can use coins to track scores between games, with the loser paying everyone one coin, paying her score in coins to the player with the lowest score, etc.)&#10;&#10;There are many versions of Pairs from Cheapass Games. The base game play is identical, but the artwork (and artist) vary across the versions. Some include special game rules relevant to the theme of the deck. In general, you can find new/experimental/user-submitted rules at the Cheapass website, and many non-English versions of Pairs also include rules for additional games to play with this deck.&#10;&#10;",ペアーズはゲームの名前であり、カードのペアはプレイヤーが避けたいものです。<br><br>このゲームでは、55枚のカードデッキを使用します。このデッキには、1、2、2、3の3など、最大10個の10が含まれています。ゲームの開始時に、デッキをシャッフルしてから、見えないプレイから5枚のカードを取り除きます。各プレイヤーに表向きで1枚のカードを配ります。<br><br>最も低いカードを持っている人が最初のアクティブなプレーヤーです。彼女は「ヒット」するかどうかを決定します。つまり、別のカードが配られます。またはラウンドを没収します。彼女が前に持っているカードと一致しないカードをヒットして配られた場合、次のプレーヤーが時計回りにアクティブなプレーヤーになります。カードが一致した場合、ラウンドは終了し、彼女はこれらの一致したカードの1つをペナルティポイントとして保持し、他の全員がカードを破棄し、新しいラウンドが開始され、各プレーヤーにカードが配られます。<br><br>アクティブなプレイヤーが失効した場合、ラウンドは終了し、彼女はテーブルに表示されている最も価値の低いカードをペナルティポイントとして受け取り、新しいラウンドが始まります。プレイを続けるためにデッキがシャッフルされたとしても、ペナルティカードは取っておかれます。プレイヤーが所定のしきい値よりも多くのペナルティポイントを獲得した場合、ゲームは終了し、このプレイヤーは負けます。 （または、プレーヤーはコインを使用してゲーム間のスコアを追跡できます。敗者は全員に1コインを支払い、スコアが最も低いプレーヤーにコインでスコアを支払います。）<br><br>CheapassGamesには多くのバージョンのペアーズがあります。基本的なゲームプレイは同じですが、アートワーク（およびアーティスト）はバージョンによって異なります。一部には、デッキのテーマに関連する特別なゲームルールが含まれています。一般に、Cheapass Webサイトで新しい/実験的/ユーザーが提出したルールを見つけることができます。また、英語以外のバージョンのペアーズの多くには、このデッキでプレイする追加のゲームのルールも含まれています。<br><br>
32412,王宮のささやき,,"Palastgefluster translates literally as &quot;Palace Whisperings&quot;&#10;&#10;&quot;At the royal court, discontent prevails, the royal household is dissatisfied. The first intrigues are schemed: The marshall lets the treasurer in on his plans, and the lady's maid whispers secretly with the magician. At the worst, persons of equal rank huddle together. In this case, dark whisperings are in the air which the king will penalise with severe sentences. But loyal subjects will secure the King's favour and win the game.&quot;&#10;&#10;Aim of the game:&#10;&#10;Each player tries to play their cards so that each character exists only once in their display. If they do not succeed in doing so, all the others rise in the king's favor and will be rewarded. At the end of the game, the player with the most points wins the game.&#10;&#10;",Palastgeflusterは文字通り「宮殿のささやき」と訳されます<br><br>「宮廷では、不満が蔓延し、王室は不満を抱いている。最初の陰謀が計画されている。マーシャルは会計係を彼の計画に入れさせ、女性のメイドは魔術師と密かにささやく。最悪の場合、同ランクの人々は密談する。この場合、暗いささやきが空中にあり、王は厳しい判決で罰せられます。しかし、忠実な主題は王の好意を確保し、ゲームに勝ちます。」<br><br>ゲームの目的：<br><br>各プレイヤーは、各キャラクターがディスプレイに1回だけ存在するように、カードをプレイしようとします。彼らがそうすることに成功しなかった場合、他のすべては王に有利になり、報われるでしょう。ゲームの終了時に、最も多くのポイントを獲得したプレーヤーがゲームに勝ちます。<br><br>
30549,パンデミック,,"In Pandemic, several virulent diseases have broken out simultaneously all over the world! The players are disease-fighting specialists whose mission is to treat disease hotspots while researching cures for each of four plagues before they get out of hand.&#10;&#10;The game board depicts several major population centers on Earth. On each turn, a player can use up to four actions to travel between cities, treat infected populaces, discover a cure, or build a research station. A deck of cards provides the players with these abilities, but sprinkled throughout this deck are Epidemic! cards that accelerate and intensify the diseases' activity. A second, separate deck of cards controls the &quot;normal&quot; spread of the infections.&#10;&#10;Taking a unique role within the team, players must plan their strategy to mesh with their specialists' strengths in order to conquer the diseases. For example, the Operations Expert can build research stations which are needed to find cures for the diseases and which allow for greater mobility between cities; the Scientist needs only four cards of a particular disease to cure it instead of the normal five&mdash;but the diseases are spreading quickly and time is running out. If one or more diseases spreads beyond recovery or if too much time elapses, the players all lose. If they cure the four diseases, they all win!&#10;&#10;The 2013 edition of Pandemic includes two new characters&mdash;the Contingency Planner and the Quarantine Specialist&mdash;not available in earlier editions of the game.&#10;&#10;Pandemic is the first game in the Pandemic series.&#10;&#10;",パンデミックでは、世界中でいくつかの有毒な病気が同時に発生しています！プレイヤーは病気と闘うスペシャリストであり、その使命は、手に負えなくなる前に4つの疫病のそれぞれの治療法を研究しながら病気のホットスポットを治療することです。<br><br>ゲームボードには、地球上のいくつかの主要な人口密集地が描かれています。各ターンで、プレイヤーは最大4つのアクションを使用して、都市間を移動したり、感染した人口を治療したり、治療法を発見したり、研究ステーションを構築したりできます。カードのデッキはプレイヤーにこれらの能力を提供しますが、このデッキ全体に散らばっているのはエピデミックです！病気の活動を加速および強化するカード。カードの2番目の別個のデッキは、感染の「通常の」広がりを制御します。<br><br>チーム内で独自の役割を果たし、プレーヤーは病気を克服するために専門家の強みと一致するように戦略を計画する必要があります。たとえば、運用エキスパートは、病気の治療法を見つけるために必要であり、都市間の移動性を高めるための研究ステーションを構築できます。科学者は、特定の病気のカードを通常の5枚ではなく、4枚だけ必要としますが、病気は急速に広がり、時間がなくなりつつあります。 1つまたは複数の病気が回復を超えて広がる場合、または時間がかかりすぎる場合、プレーヤーはすべて負けます。彼らが4つの病気を治せば、彼らはすべて勝ちます！<br><br>2013年版のパンデミックには、以前の版のゲームでは利用できなかった2つの新しいキャラクター（緊急時対応プランナーと検疫スペシャリスト）が含まれています。<br><br>パンデミックはパンデミックシリーズの最初のゲームです。<br><br>
314040,パンデミックレガシー：シーズン０,,"1962 &mdash; The Cold War continues as a new threat looms on the horizon, a deadly new Soviet bioweapon, something called &quot;Project MEDUSA&quot;. You and your fellow medical graduates have been recruited by the CIA for the critical mission of investigating and preventing its development. Travel the world using carefully constructed aliases to move swiftly between Allied, Neutral, and Soviet cities. Your missions will require you to neutralize enemy agents, acquire specific targets, and set up other CIA agents on location to execute your operations without a hitch. As you complete objectives over the course of twelve months, each success or failure will bring you closer to the truth.&#10;&#10;Combatting this dangerous new pathogen is of utmost importance, but it's not the only threat you'll encounter in the field. Enemy agents are taking root in all parts of the world, and it's critical to your mission that you keep them contained before they can escalate international tensions. Luckily for you, you won't be without backup. Coordinate with other covert operatives for assistance and make strategic use of these teams at different locations to clean up the board and keep your eye on your main objectives.&#10;&#10;Designed as a prequel, Pandemic Legacy: Season 0 does not require you to have completed Season 1 and Season 2 before diving into this Cold War spy thriller. As in the first two Pandemic Legacy games, each time you play brings new cards, rules, and conditions that affect future games. Each alias you create will gain contacts and other assets to execute your plans more smoothly. And, of course, the CIA will be watching and evaluating your performance in the field. Work together with your fellow agents to prevent this new bio-threat &mdash; the fate of the world depends on it. Can you save humanity once again?&#10;&#10;&mdash;description from the publisher&#10;&#10;",1962-冷戦は、「プロジェクトMEDUSA」と呼ばれる、致命的な新しいソビエト生物兵器である、新たな脅威が間近に迫っている間も続いています。あなたとあなたの仲間の医学卒業生は、その発達を調査し、防ぐという重要な使命のためにCIAによって採用されました。慎重に構築されたエイリアスを使用して世界を旅し、連合国、中立、ソビエトの都市間をすばやく移動します。あなたの任務では、敵のエージェントを無力化し、特定のターゲットを獲得し、他のCIAエージェントをその場に設置して、問題なく操作を実行する必要があります。 12か月の間に目標を達成すると、成功または失敗するたびに真実に近づくことができます。<br><br>この危険な新しい病原体と戦うことは最も重要ですが、それはあなたが現場で遭遇する唯一の脅威ではありません。敵のエージェントは世界のすべての地域に根付いており、国際的な緊張をエスカレートさせる前に、敵のエージェントを封じ込めておくことがあなたの使命にとって重要です。幸いなことに、バックアップなしではいられません。他の秘密工作員と協力して支援を求め、さまざまな場所にあるこれらのチームを戦略的に活用して、ボードをクリーンアップし、主な目的に目を光らせてください。<br><br>前編として設計されたパンデミック復活シーズン0では、この冷戦時代のスパイスリラーに飛び込む前に、シーズン1とシーズン2を完了する必要はありません。最初の2つのパンデミックレガシーゲームと同様に、プレイするたびに、将来のゲームに影響を与える新しいカード、ルール、および条件がもたらされます。作成する各エイリアスは、計画をよりスムーズに実行するための連絡先やその他の資産を獲得します。そしてもちろん、CIAは現場でのあなたのパフォーマンスを監視して評価します。仲間のエージェントと協力して、この新しい生物脅威を防ぎます。世界の運命はそれに依存しています。もう一度人類を救うことができますか？<br><br>&mdash;出版社からの説明<br><br>
161936,パンデミックレガシー：シーズン１,,"Pandemic Legacy is a co-operative campaign game, with an overarching story-arc played through 12-24 sessions, depending on how well your group does at the game. At the beginning, the game starts very similar to basic Pandemic, in which your team of disease-fighting specialists races against the clock to travel around the world, treating disease hotspots while researching cures for each of four plagues before they get out of hand.&#10;&#10;During a player's turn, they have four actions available, with which they may travel around in the world in various ways (sometimes needing to discard a card), build structures like research stations, treat diseases (removing one cube from the board; if all cubes of a color have been removed, the disease has been eradicated), trade cards with other players, or find a cure for a disease (requiring five cards of the same color to be discarded while at a research station). Each player has a unique role with special abilities to help them at these actions.&#10;&#10;After a player has taken their actions, they draw two cards. These cards can include epidemic cards, which will place new disease cubes on the board, and can lead to an outbreak, spreading disease cubes even further. Outbreaks additionally increase the panic level of a city, making that city more expensive to travel to.&#10;&#10;Each month in the game, you have two chances to achieve that month's objectives. If you succeed, you win and immediately move on to the next month. If you fail, you have a second chance, with more funding for beneficial event cards.&#10;&#10;During the campaign, new rules and components will be introduced. These will sometimes require you to permanently alter the components of the game; this includes writing on cards, ripping up cards, and placing permanent stickers on components. Your characters can gain new skills, or detrimental effects. A character can even be lost entirely, at which point it's no longer available for play.&#10;&#10;Part of the Pandemic series&#10;&#10;",Pandemic Legacyは協力的なキャンペーンゲームであり、グループがゲームでどれだけ上手くいくかに応じて、12〜24回のセッションを通じて包括的なストーリーアークがプレイされます。最初は、ゲームは基本的なパンデミックと非常によく似ています。このパンデミックでは、病気と闘うスペシャリストのチームが24時間体制で世界中を旅し、病気のホットスポットを治療しながら、手に負えなくなる前に4つのペストのそれぞれの治療法を研究します。<br><br>プレイヤーのターン中、彼らは4つのアクションを利用できます。これらのアクションを使用して、さまざまな方法で世界中を旅し（カードを破棄する必要がある場合もあります）、研究基地などの構造を構築し、病気を治療します（ボードから1つのキューブを削除します。すべての場合）。色の立方体が削除されたり、病気が根絶されたり、他のプレイヤーとカードを交換したり、病気の治療法を見つけたりします（研究ステーションにいる間に同じ色のカードを5枚捨てる必要があります）。各プレイヤーには、これらのアクションで彼らを助けるための特別な能力を備えた独自の役割があります。<br><br>プレイヤーが行動を起こした後、2枚のカードを引きます。これらのカードにはエピデミックカードを含めることができます。これにより、新しい病気の立方体がボードに配置され、発生につながり、病気の立方体がさらに広がる可能性があります。発生はさらに都市のパニックレベルを増加させ、その都市への旅行をより高価にします。<br><br>ゲームでは毎月、その月の目標を達成するチャンスが2回あります。成功すると、勝ち、すぐに翌月に進みます。あなたが失敗した場合、あなたは有益なイベントカードのためのより多くの資金で、2度目のチャンスがあります。<br><br>キャンペーン中に、新しいルールとコンポーネントが導入されます。これらでは、ゲームのコンポーネントを恒久的に変更する必要がある場合があります。これには、カードへの書き込み、カードのリッピング、コンポーネントへの恒久的なステッカーの貼付が含まれます。あなたのキャラクターは新しいスキルや有害な効果を得ることができます。キャラクターが完全に失われることもあり、その時点でキャラクターはプレイできなくなります。<br><br>パンデミックシリーズの一部<br><br>
221107,パンデミックレガシー：シーズン２,,"Description from the publisher:&#10;&#10;The world almost ended 71 years ago...&#10;&#10;The plague came out of nowhere and ravaged the world. Most died within a week. Nothing could stop it. The world did its best. It wasn't good enough.&#10;&#10;For three generations, we, the last fragments of humanity have lived on the seas, on floating stations called &quot;havens.&quot; Far from the plague, we are able to provide supplies to the mainland to keep them (and us) from succumbing completely.&#10;&#10;We've managed to keep a network of the largest known cities in the world alive. Things have been tough the past few years. Cities far away from the havens have fallen off our grid...&#10;&#10;Tomorrow, a small group of us head out into what's left of the world. We don't know what we'll find.&#10;&#10;Pandemic Legacy: Season 2 is an epic cooperative game for 2 to 4 players. Unlike most other games, this one is working against you. What's more, some of the actions you take in Pandemic Legacy will carry over to future games. No two worlds will ever be alike!&#10;&#10;Part of the Pandemic series.&#10;&#10;",出版社からの説明：<br><br>世界は71年前にほぼ終わりました...<br><br>疫病はどこからともなく現れ、世界を荒廃させました。ほとんどが1週間以内に亡くなりました。何もそれを止めることはできませんでした。世界は最善を尽くしました。それは十分ではありませんでした。<br><br>私たち3世代の間、人類の最後の断片は海、「避難所」と呼ばれる浮かぶ駅に住んでいました。疫病から遠く離れて、私たちは本土に物資を供給して、彼ら（そして私たち）が完全に屈服するのを防ぐことができます。<br><br>私たちは、世界最大の既知の都市のネットワークを存続させることができました。過去数年間、物事は厳しいものでした。避難所から遠く離れた都市が私たちのグリッドから落ちました...<br><br>明日、私たちの小さなグループが世界の残されたものに向かいます。何が見つかるかわかりません。<br><br>パンデミック続S2は2〜4人用の壮大な協力ゲームです。他のほとんどのゲームとは異なり、これはあなたに反対しています。さらに、Pandemic Legacyで実行するアクションの一部は、将来のゲームに引き継がれます。 2つの世界が同じになることはありません！<br><br>パンデミックシリーズの一部。<br><br>
150658,パンデミック：完全治療,,"Pandemic: The Cure, a dice-based version of the popular Pandemic board game, sets up in less than a minute and plays in 30 minutes. As in the board game, four diseases threaten the world and it's up to your team to save humanity. You and your team must keep the world's hotspots in check before they break out of control, while researching cures to the four plagues.&#10;&#10;Players roll dice each turn to determine the actions available to them. They can fly and sail between the six major population centers of the world, treat disease in their current region, collect samples for further study, and exchange knowledge to help them in their goal of discovering cures. Each player takes on a different role that has its own unique set of dice and abilities &mdash; and players must take advantage of their specializations if they are to have any hope of winning the game. The Dispatcher, for example, can spend dice to fly others around the board, while the Medic is particularly adept at treating disease. Players can roll their dice as often as they like, but the more times they re-roll for the perfect turn, the more likely the next epidemic will occur.&#10;&#10;At the end of each turn, new &quot;infection dice&quot; are rolled to determine the type and location of newly infected populations. If any region on the board is infected with more than three dice of a given color, an outbreak occurs, spreading disease into an adjacent region. If too many outbreaks take place, too many people get infected, or the rate of infection gets too high, all the players lose. If, however, the players can discover the cures to the four diseases, they all win and humanity is saved!&#10;&#10;Part of the Pandemic series.&#10;&#10;",人気のパンデミックボードゲームのサイコロベースのバージョンであるパンデミックキュアは、1分以内にセットアップされ、30分でプレイされます。ボードゲームのように、4つの病気が世界を脅かし、人類を救うのはあなたのチーム次第です。あなたとあなたのチームは、4つの疫病の治療法を研究している間、世界のホットスポットが制御不能になる前にそれらをチェックし続ける必要があります。<br><br>プレイヤーは毎ターンサイコロを振って、自分が利用できるアクションを決定します。彼らは、世界の6つの主要な人口密集地間を飛行および航海し、現在の地域の病気を治療し、さらなる研究のためにサンプルを収集し、知識を交換して、治療法を発見するという目標に役立てることができます。各プレイヤーは、独自のサイコロと能力のセットを持つ異なる役割を引き受けます。また、ゲームに勝つ希望がある場合、プレーヤーは自分の専門分野を利用する必要があります。たとえば、ディスパッチャーはサイコロを使って他の人をボードの周りに飛ばすことができますが、メディックは特に病気の治療に長けています。プレイヤーは好きなだけサイコロを振ることができますが、完璧なターンのために何度もサイコロを振るほど、次の流行が発生する可能性が高くなります。<br><br>各ターンの終わりに、新たに感染した集団の種類と場所を決定するために、新しい「感染サイコロ」が振られます。ボード上のいずれかの領域が特定の色の3つ以上のサイコロに感染すると、発生が発生し、隣接する領域に病気が広がります。発生が多すぎる、感染する人が多すぎる、または感染率が高くなりすぎると、すべてのプレーヤーが負けます。しかし、プレイヤーが4つの病気の治療法を発見できれば、全員が勝ち、人類は救われます！<br><br>パンデミックシリーズの一部。<br><br>
