game_id,name_jp,description_en,description_jp
167513,バロニィ,"In Barony, players are ambitious barons trying to extend their dominion over the land! Who will succeed and become the new king?&#10;&#10;At the beginning of the game, players create the board at random with nine tiles per player; each tile comprises three hexagons, with each hexagon being one of five landscape types: forest, plains, field, mountain, lake. Players then each place three cities on the game board, with a knight in each city. They then take turns in clockwise order, with each player taking exactly one action from the six possible actions:&#10;&#10;&#10;    Recruitment: Add two knights to a city, or three knights if the city is adjacent to a lake.&#10;    Movement: Move one or two of your knights one space each. A knight can't enter a lake (blub), a mountain with an opposing pawn, or any space with an opponent's city or stronghold or two knights of the same opposing color. If you move a second knight into a space with an opposing pawn or village, remove those tokens and take one resource from the village owner.&#10;    Construction: Remove one or more of your knights from the game board and replace each with a village or stronghold, gaining one resource token matching the landscape under the structure.&#10;    New City: Replace one of your villages with a city and earn 10 victory points (VPs).&#10;    Expedition: Remove two knights from your reserve, placing one back in the box out of play and the other on any empty space on the edge of the game board.&#10;    Noble Title: Discard at least 15 resource points, then upgrade your title: baron to viscount, then count, marquis, and finally duke.&#10;&#10;&#10;Once any player has gained the title of duke, finish the round, then tally the VPs, with players scoring for resources still in their possession, their rank in the game, and the number of cities they built. Whoever has the most VPs wins.&#10;&#10;",
760,バトルライン,"Two opponents face off across a 'battle line' and attempt to win the battle by taking 5 of 9 flags or 3 adjacent flags. Flags are decided by placing cards into 3 card poker-type hands on either side of the flag (similar to straight flush, 3 of a kind, straight, flush, etc). The side with the highest 'formation' of cards wins the flag.&#10;&#10;This is a rethemed version of Schotten Totten with different graphics and wooden flag bits in place of the boundary stone cards.  Game play is identical, except the cards run from 1 to 10 (not 9), you hold seven cards in your hand (not 6), and the rule that stones may only be claimed at the start of your turn is presented as an &quot;advanced variant&quot;. Also the tactics cards were introduced by Battle Line; these cards were only added to later editions of Schotten-Totten.&#10;&#10;Some have reported that the production quality of the cards is inferior to the Schotten Totten cards, however, for most readers Battle Line will be much easier to find in stores.  In the second edition of GMT's Battle Line the card quality is higher.&#10;&#10;",
54137,それはオレの牧場だ！,"In Battle Sheep (first released as Splits), players start the game by constructing the board from identical four-hex tiles, then each player places his/her tall stack of discs on one of the border hexes. Players take turns removing some number of discs from the top of one of their stacks, moving that new stack of discs as far away as it can go in a straight line. Players must leave at least one disc behind when moving, so the board gradually fills up and movement opportunities become more and more scarce. The player occupying the most spaces at the end of the game wins!&#10;&#10;",
274023,ベストアクト,"In Best Act everyone at the table has to say the same thing in a different way - and you have to figure out which is which!&#10;&#10;Each round you draw a theme card, which has what you'll say - for example, &quot;I'm fine&quot;. On the theme card is an enumerated list of situations where you'd use that phrase - &quot;when you're upset&quot;, &quot;politely refusing sugar in coffee&quot;, &quot;reassuring someone after you tripped&quot;, &quot;at a funeral&quot;. Each player gets a card telling them what situation to use and they have to perform the theme as best they can. After that everyone tries to guess what situation everyone else was acting out - you get points for correctly guessing what other people were doing and when other people correctly identify your situation.&#10;&#10;&quot;Best Act&quot; is re-release of the doujin game &quot;&#227;&#129;&#175;&#227;&#129;&#129;&#227;&#129;&#163;&#227;&#129;&#166;&#232;&#168;&#128;&#227;&#129;&#134;&#227;&#130;&#178;&#227;&#131;&#188;&#227;&#131;&#160;&quot;.&#10;&#10;-- user summary&#10;&#10;",
168435,ふたつの街の物語,"It is the early 1800s, a time of immense construction and urbanization. You are a world-renowned master city planner who has been asked to redesign two different cities. Projects of such significance require the expertise of more than one person, so for each assignment you are paired with a partner with whom to discuss and execute your grandiose plans. Will your planning and collaborative skills be enough to design the most impressive city in the world?&#10;&#10;Between Two Cities is a partnership-driven tile-drafting game in which each tile represents part of a city: factory, shop, park, landmarks, etc. You work with the player on your left to design the heart of one city, and with the player on your right to design the heart of another city. On each turn you select two tiles from hand, reveal them, then work with your partners separately to place one of those tiles into each of your two cities before passing the remaining hand of tiles around the table.&#10;&#10;At the end of the game, each city is scored for its livability. Your final score is the lower of the livability scores of the two cities you helped design. To win, you have to share your attention and your devotion between two cities. The player with the highest final score wins the game.&#10;&#10;The game features play for 3-7 players in 20-25 minutes, a 2-player variant for head-to-head competition as well as a solo variant (Automa).&#10;&#10;",
506,ビックチーズ,"An auction game in which players bid from their pool of &quot;worker rats&quot; to gain control of corporate projects.  The workers from the winning bid are then are assigned to the project.  Each turn, one worker is removed from each project.  A project is complete once all workers have been removed.  The value of a numbered project is only determined at completion by a die roll. Two other projects, Veto and The Big Cheese, allow special actions during the game. The game has two different scoring schemes, depending on whether players use a single six-sided die or a set of seven polyhedral dice.&#10;&#10;This is part of the Hip Pocket Games series.&#10;&#10;Awards&#10;&#10;1999 Listed in GAMES Magazine's GAMES 100&#10;&#10;",
257725,ビンゴリノ,"Each player in Bingolino starts by taking sixteen tiles from the pool of 66. These tiles are numbered 1-22, with each number appearing three times, and each player arranges these tiles in a 4x4 grid with the tiles face up in whatever order they wish.&#10;&#10;On a turn, the player rolls 1-5 six-sided dice, then announces the number rolled. Each player can flip one tile in their grid matching this number face down; if the active player didn't flip a tile, they can choose to remove one of the dice to lower the total, then flip a tile with this number face down. If the active player still can't flip a tile face down, then they must flip one of their already face-down tiles face up.&#10;&#10;When a player creates a row of face-down tiles, whether orthogonally or diagonally, they take a star token and place it at the end of this row. (If they have to flip a tile in this row face up, they don't lose the star, but neither would they gain another star for flipping this tile face down again.) The first player to claim four stars wins!&#10;&#10;",
18803,ブラックストーリーズ　50の“黒い”物語,"50 black stories, 31 crimes, 49 corpses, 11 murders, 12 suicides and one deadly meal. How could that have happened? Black Stories are fiddly, morbid and mysterious riddles for teenagers and adults. The players try to reconstruct the crime by asking, guessing and fiddling about. A spooky card game just right for any party.&#10;&#10;",
20750,ブラックストーリーズ２　鳥肌の立つ“黒い”物語,"How could that have happened? Black Stories are fiddly, morbid and mysterious riddles for teenagers and adults. The players try to reconstruct the crime by asking, guessing and fiddling about. Only yes/no answers are allowed. A spooky card game just right for any party.&#10;&#10;",
26054,ブラックストーリーズ３　とんでもなく過激な50の“黒い”物語,"How could that have happened? Black Stories are fiddly, morbid and mysterious riddles for teenagers and adults. The players try to reconstruct the crime by asking, guessing and fiddling about. Only yes/no answers are allowed. A spooky card game just right for any party.&#10;Part 3 with 50 new stories.&#10;&#10;",
41311,ブラックストーリーズ４　甘さひかえめ、どこまでも“黒い”50の物語,"How could that have happened? Black Stories are fiddly, morbid and mysterious riddles for teenagers and adults. The players try to reconstruct the crime by asking, guessing and fiddling about. Only yes/no answers are allowed. A spooky card game just right for any party.&#10;&#10;",
38001,ブラックストーリーズボードゲーム　殺人的に面白い、アクションつきの100の“黒い”謎,"Black Stories goes to board game. 80 brand-new black stories. The bloody knife (spinner) decides - will you gain new blood-tokens or will you lose some? Will you be the master of a new Black Story? Do you have to give hints by answering questions, by doing some pantomime or by sketching something?&#10;&#10;The player with the most blood tokens will win the game.&#10;&#10;This game gives some new dimensions to the existing concept of Black Stories and can be combined with any other set of Black Stories.&#10;&#10;",
328624,おじゃまっシー,"The Block Ness monsters are finally sticking their heads out of the water...but it looks like the lake isn't big enough for everyone!&#10;&#10;In Block Ness, players take turns choosing a monster segment from their reserve and using it to increase the length of their creature on the Loch game board. Each new segment must be placed next to your monster's head or tail &mdash; with the head or tail piece then moving to the far side of the newly-placed piece &mdash; and you can cross the path of other monsters on the board only if you can go above them.&#10;&#10;Once all players are blocked or everyone has placed all of their segments (with the size of the game board changing depending on the number of players), whoever has the fewest segments remaining in their reserve wins. In case of a tie, the tied player whose monster head has the highest elevation wins.&#10;&#10;",
261262,おろかな牛,"In Bl&ouml;de Kuh, players start with a hand of nine cards, each showing one of four different farm animals. In turn, they either play one of the cards to the discard pile, triggering an effect that depends on the kind of animal: draw a card, everyone passes a card, etc., or they play two of the same cards. In that case, the normal effect doesn't apply, but the next player gets a negative card and places it openly in front of them. This card is passed on whenever someone plays a pair of that animal.&#10;&#10;When a player gets rid of their last card, the round ends and the two players with most remaining hand cards receive penalty points, to which they add the penalty points on the negative cards in front of them.&#10;&#10;The player with the fewest points after three rounds wins.&#10;&#10;",
2453,ブロックス,"Blokus (officially pronounced &quot;Block us&quot;) is an abstract strategy game with transparent, Tetris-shaped, colored pieces that players are trying to play onto the board.  The only caveat to placing a piece is that it may not lie adjacent to your other pieces, but instead must be placed touching at least one corner of your pieces already on the board.&#10;&#10;There is a solitaire variation where one player tries to get rid of all the pieces in a single sitting.&#10;&#10;Components:&#10;Blokus Game Board (400 squares)&#10;84 game pieces (four 21-piece sets of red, green, blue, and yellow)&#10;Each color inlcudes:&#10;&#10;     1 one-square piece&#10;     1 piece with 2 squares&#10;     2 pieces with 3 squares&#10;     5 pieces with 4 squares&#10;     12 pieces with 5 squares&#10;&#10;&#10;Goal of the Game:&#10;&#10;Each player has to fit as many of his/her 21 pieces on the board as possible.&#10;&#10;How to Play:&#10;1.  Each player chooses a color and places that set of 21 pieces in front of his/her side of the board.  The order of play is as follows: blue, yellow, red, and then green.&#10;&#10;2.  The first player (blue) places any of his/her pieces in a corner square.  Play proceeds clockwise around the board (yellow, red, and green), each player putting their first piece down in one of the corner squares.&#10;&#10;3.  Play continues as each player lays down one piece during a turn.&#10;&#10;Each new piece must touch at least one other piece of the same color, but only at the corners.&#10;&#10;No flat edges of same color pieces can touch.&#10;&#10;There are no restrictions on how pieces of different colors can touch one another.&#10;&#10;4.  Whenever a player is unable to place one of his/her remaining pieces on the board, that player must pass his/her turn.&#10;&#10;End of Game:&#10;The game ends when all players are blocked from laying down any more of their pieces.  This also includes any players who may have placed all of their pieces on the board.  Scores are tallied, and the player with the highest score is the winner.&#10;&#10;Scoring:&#10;Each player counts the number of unit squares in his/her remaining pieces (1 unit square = -1 point).&#10;&#10;A player earns +15 points if all his/her pieces have been placed on the board plus 5 additional bonus points if the last piece placed on the board was the smallest piece (one square).&#10;&#10;There are unauthorized versions of the game published under various names, including The Strategy Game, Tetris, Blok&aacute;d (unofficial Hungarian version with cardboard pieces) and The Family Chess Game.&#10;&#10;",
21550,ブロックストライゴン,"Blokus Trigon is an abstract strategy game from the makers of Blokus. The board pieces have changed from square to triangular. Game play is similar to Blokus, as players try to get rid of all their pieces.&#10;&#10;There is a solitaire version where one player tries to get rid of all the pieces in a single sitting.&#10;&#10;Components:&#10;&#10;Hexagonal playing board with 486 triangles on the board&#10;4 sets of 22 pieces in red, blue, green and yellow&#10;&#10;     1 piece made up of one triangle.&#10;     1 piece made up of two triangles.&#10;     1 piece made up of three triangles.&#10;     3 pieces made up of four triangles.&#10;     4 pieces made up of five triangles.&#10;     12 pieces made up of six triangles.&#10;&#10;&#10;Set up:&#10;&#10;Layout your hexagonal silver board and give each player a set of 22 pieces.&#10;&#10;Game Play:&#10;&#10;Each player begins at one of the marked spaces on the board. The order of play is blue, yellow, red, green colours. &#10;As the play progresses, each new piece is placed on the board. The new piece placed must touch another piece of the same colour, and it can only touch corner-to-corner or corner-to-edge. The constraint is that a piece can never touch another piece of the same colour edge-to-edge.&#10;&#10;When a player cannot place any more pieces on the board (either because they are blocked and can't fit any more, or because they have already placed all of their pieces), they must drop out of the game. The other players continue until no one is able to place any more pieces on the board.&#10;&#10;Scoring:&#10;&#10;At the end of the game, each player must count the number of triangles that they were unable to place on the trigon board, and calculates their score as follows:&#10;&#10;     Each triangle that is not placed on the board counts as a negative point.&#10;     15 points are awarded as a bonus, if the player has all 22 pieces placed on the board.&#10;     This bonus increases to 20 points if the 22 pieces were placed on the board with the single triangle piece being placed last.&#10;&#10;&#10;Players can choose to play multiple rounds and keep a running tally of the scores. The winner is the person with the maximum points!&#10;&#10;",
180593,ブラッディイン,"France 1831: In a remote corner of Ard&egrave;che, the little village of Peyrebeille sees numerous travelers pass through. A family of greedy rural farmers is determined to make its fortune and has devised a diabolical stratagem to achieve this goal: Invest in an inn so they can rob traveling guests, getting rich without arousing the suspicions of the police! Whether or not their plan will work out, one thing is certain: Not every guest will leave this inn alive.&#10;&#10;The Bloody Inn is a card game in which you play one member of a family of greedy, murderous innkeepers. At the start of each round, cards are placed face up to fill the inn with guests. Each card carries a cost representing how many cards a player must discard from her hand in order to take an action related to that card. Certain guests have an affinity for particular actions, so those cards return to a player's hand after being discarded. Cards also show how much money, in francs, each guest possesses. A round has two phases in which players take one action each, in turn order. Players choose one of the following actions:&#10;&#10;     bribe a guest into becoming an accomplice (take a card from the inn to their hand)&#10;     build an annex (move a card from their hand to their player area; it now represents a structure under which a victim may be buried)&#10;     kill a guest (move a card from the inn to their player area, awaiting burial)&#10;     bury a victim (place an unburied victim card under an annex card and take the money from the victim's pockets)&#10;     launder money (players may only have a certain amount of cash on hand; excess must be converted to 10F checks by the local notary)&#10;&#10;&#10;At the end of the round, if any room of the inn contains one of the police, then they conduct an investigation; if a player has any unburied victims, then he must pay 10F per victim to the local gravedigger to hurredly &mdash; and quietly &mdash; bury the bodies! Lastly in the round, any cards (accomplices) in each player's hand must be paid 1F each. After the guest deck has been depleted the second time, players take a final round, then tally their francs. The player with the most money wins!&#10;&#10;",
245136,ブラフ,"In Bluff, each player starts the game with five yellow dice. At the start of each round, they roll these dice under a cup, then look at the results without telling anyone else what's there. The dice show the numbers 1-5 and a star, with a star representing all five of those numbers as well as a star. The start player for the round then makes a public bid as to what they think is showing under all players' dice cups, e.g., &quot;eight 1s&quot;, &quot;twelve 4s&quot;, or &quot;four stars&quot;. The next player in clockwise order must raise the bid (following certain rules laid out on the game board), or call the previous person because they don't think the dice under the cups support that bid.&#10;&#10;Everyone then raises their cups and the result is revealed, with the last bidder or the caller losing dice based on the outcome. If you run out of dice, you're out of the game, and the last player who has dice wins.&#10;&#10;Bluff Jubil&auml;umsausgabe follows the familiar gameplay of Bluff, but this 25th anniversary edition replaces six of the yellow dice with six orange dice, with each player starting with one orange die. This die counts double when determining the results of a bid, providing an extra challenge for those already familiar with the game.&#10;&#10;",
224992,ボブジテン,"User summary&#10;&#227;&#131;&#156;&#227;&#131;&#150;&#227;&#130;&#184;&#227;&#131;&#134;&#227;&#131;&#179; (Bob Jiten) is a Japanese word game, very dependent on knowing the Japanese language very well.&#10;&#10;In Japanese, there are Katakana words. These are very common, used in normal everyday speech, but the words are usually of foreign origin. And to describe a Katakana word, a Japanese person would normally use other Katakana words. The aim of this game is to discover the hidden Katakana word, but without using Katakana words to discuss it. For Japanese speakers, this is quite difficult. As an analogy, try to explain a worker placement game, but without using any game words. As soon as you say 'meeple', or 'VPs', you've lost.&#10;&#10;The game uses a system similar to Insider. A player secretly identifies the hidden Katakana word from a deck. This player is the master, and tries to guide the others to identify the word. If a player gets it correct, the master gains 1 point, and the guesser becomes the master. But if the master gets called out for using a Katakana word, the accuser gains a point and becomes the new master.&#10;&#10;The artwork for the game is by the publisher and design group Decoct Design.&#10;&#10;The publisher says:&#10;Our fellow friend Bob. He loves the Japanese language.&#10;&#10;While studying the language, he just realized, that many foreign-origin words were not translated, but accepted as is, as a Katakana word.&#10;&#10;Looking up the Japanese dictionary, he found out many of the Katakana words themselves were described using other Katakana words. &quot;Now I have to create my dictionary of Katakana words, which never uses Katakana for a description!&quot;&#10;&#10;That was the beginning of the creation of the Bob-Dictionary : Bob Jiten(&#227;&#131;&#156;&#227;&#131;&#150; &#227;&#130;&#184;&#227;&#131;&#134;&#227;&#131;&#179;).&#10;&#10;Publisher's summary&#10;&#227;&#130;&#171;&#227;&#130;&#191;&#227;&#130;&#171;&#227;&#131;&#138;&#231;&#166;&#129;&#230;&#173;&#162;&#227;&#129;&#174;&#233;&#128;&#163;&#230;&#131;&#179;&#227;&#130;&#178;&#227;&#131;&#188;&#227;&#131;&#160;&#10;&#10;&#230;&#151;&#165;&#230;&#156;&#172;&#232;&#170;&#158;&#229;&#164;&#167;&#229;&#165;&#189;&#227;&#129;&#141;&#227;&#129;&#170;&#229;&#131;&#149;&#227;&#130;&#137;&#227;&#129;&#174;&#229;&#143;&#139;&#228;&#186;&#186;&#227;&#128;&#129;&#227;&#131;&#156;&#227;&#131;&#150;&#227;&#128;&#130;&#10;&#229;&#189;&#188;&#227;&#129;&#175;&#230;&#151;&#165;&#230;&#156;&#172;&#232;&#170;&#158;&#227;&#130;&#146;&#229;&#139;&#137;&#229;&#188;&#183;&#227;&#129;&#153;&#227;&#130;&#139;&#228;&#184;&#173;&#227;&#129;&#167;&#227;&#128;&#129;&#229;&#164;&#154;&#227;&#129;&#143;&#227;&#129;&#174;&#229;&#164;&#150;&#230;&#157;&#165;&#232;&#170;&#158;&#227;&#129;&#140;&#230;&#151;&#165;&#230;&#156;&#172;&#232;&#170;&#158;&#227;&#129;&#171;&#227;&#129;&#175;&#232;&#168;&#179;&#227;&#129;&#149;&#227;&#130;&#140;&#227;&#129;&#154;&#227;&#128;&#129;&#227;&#130;&#171;&#227;&#130;&#191;&#227;&#130;&#171;&#227;&#131;&#138;&#232;&#170;&#158;&#227;&#129;&#168;&#227;&#129;&#151;&#227;&#129;&#166;&#229;&#174;&#154;&#231;&#157;&#128;&#227;&#129;&#151;&#227;&#129;&#166;&#227;&#129;&#132;&#227;&#130;&#139;&#227;&#129;&#147;&#227;&#129;&#168;&#227;&#129;&#171;&#230;&#176;&#151;&#228;&#187;&#152;&#227;&#129;&#132;&#227;&#129;&#159;&#227;&#128;&#130;&#10;&#230;&#151;&#165;&#230;&#156;&#172;&#232;&#170;&#158;&#232;&#190;&#158;&#229;&#133;&#184;&#227;&#129;&#167;&#232;&#170;&#191;&#227;&#129;&#185;&#227;&#129;&#166;&#227;&#130;&#130;&#227;&#128;&#129;&#227;&#130;&#171;&#227;&#130;&#191;&#227;&#130;&#171;&#227;&#131;&#138;&#232;&#170;&#158;&#227;&#129;&#174;&#232;&#170;&#172;&#230;&#152;&#142;&#227;&#129;&#171;&#227;&#130;&#171;&#227;&#130;&#191;&#227;&#130;&#171;&#227;&#131;&#138;&#232;&#170;&#158;&#227;&#129;&#140;&#228;&#189;&#191;&#227;&#130;&#143;&#227;&#130;&#140;&#227;&#129;&#166;&#227;&#129;&#132;&#227;&#130;&#139;&#229;&#167;&#139;&#230;&#156;&#171;&#227;&#128;&#130;&#10;&#227;&#128;&#142;&#227;&#129;&#160;&#227;&#129;&#163;&#227;&#129;&#159;&#227;&#130;&#137;&#227;&#130;&#171;&#227;&#130;&#191;&#227;&#130;&#171;&#227;&#131;&#138;&#232;&#170;&#158;&#227;&#130;&#146;&#230;&#151;&#165;&#230;&#156;&#172;&#232;&#170;&#158;&#227;&#129;&#160;&#227;&#129;&#145;&#227;&#129;&#167;&#232;&#170;&#172;&#230;&#152;&#142;&#227;&#129;&#153;&#227;&#130;&#139;&#232;&#190;&#158;&#229;&#133;&#184;&#227;&#130;&#146;&#232;&#135;&#170;&#229;&#136;&#134;&#227;&#129;&#167;&#228;&#189;&#156;&#227;&#130;&#141;&#227;&#129;&#134;&#239;&#188;&#129;&#227;&#128;&#143;&#10;&#227;&#129;&#157;&#227;&#130;&#147;&#227;&#129;&#170;&#232;&#128;&#131;&#227;&#129;&#136;&#227;&#129;&#139;&#227;&#130;&#137;&#227;&#128;&#129;&#227;&#131;&#156;&#227;&#131;&#150;&#227;&#130;&#184;&#227;&#131;&#134;&#227;&#131;&#179;&#228;&#189;&#156;&#227;&#130;&#138;&#227;&#129;&#175;&#229;&#167;&#139;&#227;&#129;&#190;&#227;&#129;&#163;&#227;&#129;&#159;&#227;&#128;&#130;&#10;&#10;",
11,ボーナンザ,"Bohnanza is the first in the Bohnanza family of games and has been published in several different editions.&#10;&#10;In the game, you plant, then harvest bean cards in order to earn coins. Each player starts with a hand of random bean cards, and each card has a number on it corresponding to the number of that type of beans in the deck. Unlike in most other cards games, you can't rearrange the order of cards in hand, so you must use them in the order that you've picked them up from the deck &mdash; unless you can trade them to other players, which is the heart of the game.&#10;&#10;On a turn, you must plant the first one or two cards in your hand into the &quot;fields&quot; in front of you. Each field can hold only one type of bean, so if you must plant a type of bean that's not in one of your fields, then you must harvest a field to make room for the new arrival. This usually isn't good! Next, you reveal two cards from the deck, and you can then trade these cards as well as any card in your hand for cards from other players. You can even make future promises for cards received right now! After all the trading is complete &mdash; and all trades on a turn must involve the active player &mdash; then you end your turn by drawing cards from the deck and placing them at the back of your hand.&#10;&#10;When you harvest beans, you receive coins based on the number of bean cards in that field and the &quot;beanometer&quot; for that particular type of bean. Flip over 1-4 cards from that field to transform them into coins, then place the remainder of the cards in the discard pile. When the deck runs out, shuffle the discards, playing through the deck two more times. At the end of the game, everyone can harvest their fields, then whoever has earned the most coins wins.&#10;&#10;The original German edition supports 3-5 players. The English version from Rio Grande Games comes with the first edition of the first German expansion included in a slightly oversized box. One difference in the contents, however, is that bean #22's Weinbrandbohne (Brandy Bean) was replaced by the Wachsbohne, or Wax Bean. This edition includes rules for up to seven players, like the Erweiterungs-Set, but also adapts the two-player rules of Al Cabohne in order to allow two people to play Bohnanza.&#10;&#10;",
323609,ボムスカッド,"Bomb Squad, a.k.a. &#227;&#131;&#156;&#227;&#131;&#160;&#227;&#130;&#185;&#227;&#130;&#171;&#227;&#131;&#131;&#227;&#131;&#137;, is a co-operative mission-based game about bomb disposal. Working with limited information, players must pool their wits and resources to dismantle live bombs. Dismantling is carried out by finding pairs of code tiles with the same number. Aim to clear the missions without blowing yourselves up. All players share the victory or suffer defeat together. Work as a team towards victory!&#10;&#10;In more detail, the game consists of numbered cards, with four copies each of 1-12 and with stars and bombs having decimal numbers, e.g., 3.1 and 6.5. You receive a hand of cards and place them on a rack facing yourself in numerical order. Standing cards are &quot;armed&quot;, and as cards are disarmed, you lay them sideways and reveal them to others. Some information is revealed initially, and on your turn, you can attempt a pair disarm, a self disarm, or a bomb dismantling.&#10;&#10;For a pair disarm, point to a tile on another player's rack and declare what number or star it is. If you're correct and you have the matching item, both of them are disarmed. For a self disarm, you can reveal pairs of matching cards on your own rack if you know no other player has any. If all numbers and stars have been removed from your rack, you can then dismantle one bomb on your rack.)&#10;&#10;What's more, you and your fellow professional bomb disposal specialists can work through a sequence of fifty missions, which are listed in a separate scenario book. If you wish, you can also just pick and play specific missions that you like. You won't be able to complete everything in one sitting, so gather your friends and meet up over multiple play sessions. The missions start off easy, but steadily grow harder.&#10;&#10;&mdash;description from the publisher&#10;&#10;",
304420,黄昏の篝火,"The bonfires are sources of light, energy and warmth created by the guardians of light in order to brighten the cities on the otherwise dark planet. The residents of the cities however, took the bonfires for granted and exploited them for their personal gain. Disappointed the guardians of light retreated and let the bonfires extinguish. The citizens could no longer live in the now dark cities and were forced to leave.&#10;&#10;You are a group of gnomes living close to the cities and you also need and the light of the bonfires. Missing it now, you try yourself to visit the cities and learn how to ignite the bonfires once again: You must visit the guardians of light on their holy islands and ask for tasks to prove your good will. For each completed task, they will re-ignite one extinguished bonfire. Whoever manages to earn the greatest trust from the guardians and manages to brighten their city the most will win the game.&#10;&#10;The engine for Bonfire are the three-coloured tiles you will be puzzling onto your player board. When you manage to place the same colours adjacent to one another, you will receive more action tiles of that specific kind. This will allow you to specialize in certain types of actions and pursue different strategies. &#10;You can use the tiles to perform the following actions: &#10;- Move your ship to an island &#10;- Receive a task from an island by spending two resources &#10;- Invite a guardian of light into your city &#10;- Trigger a procession of guardians through your city and gain resources. &#10;- Add a landscape tile to your city (this is where the processions take place) &#10;- Recruit a gnome gaining a special ability or victory points &#10;- Find support by the last bonfire, gaining portals, resources or action tiles&#10;&#10;You will play in turn order until a fixed number of tasks has been solved, after which each player has 5 more turns. During final scoring, you will receive points for your completed tasks (the bonfires) and any improvements made there (portals, landscapes or guardians).&#10;&#10;&mdash;description from publisher&#10;&#10;",
619,ボトルインプ,"In this trick-taking game based on the short story by Robert Louis Stevenson of the same name, the goal is to gain the most points over a series of hands (usually the goal is set to 200 pts). Cards are numbered 1-37 and are found in three colors, red (comprising largely the highest numbers), blue (mostly in the middle) and yellow (mostly the lowest numbers) with colors being analogous to the suit in a standard deck.  There is one neutral card, the 19, that sets the &quot;price of the bottle.&quot;&#10;&#10;The entire deck is dealt to the three or four players in the game and then, similarly to hearts, cards are exchanged and a card is played to the bottle.  As per the usual elements of a trick taking game, players must follow suit if possible with high card taking the trick (regardless of suit).  The unique feature about this game however is how trump is determined.  Any card of value lower than the current price of the bottle (starting with 19) is considered &quot;trump&quot; and will win the trick.  If multiple cards are less than the current bottle price, the card valued closest to the current price (so highest card below the bottle) takes the trick AND THE BOTTLE, the bottle price is adjusted by the player taking the card that represents the current bottle price and replacing it with the card they used to win the trick.  Thus the price of the bottle will decrease with each trump card played, and the bottle is increasingly harder to win/purchase.  Ownership of the bottle will pass from player to player and the number of possible trump cards will decrease both as a factor of cards being played and cards being skipped as the bottle price descends.  One player will be stuck with the bottle at the end of a hand (when players have played all the cards in their hands).&#10;&#10;Cards have point values from 1-6 (not directly based on numerical value), at the end of the hand players will score points for the cards of tricks they've won, except the player who holds the bottle who will score NEGATIVE points for all the cards played to the bottle at the beginning, scoring nothing for the cards they won during the hand.  Play continues until the point goal is reached.&#10;&#10;In the 2003 edition the complete story by R.L. Stevenson http://gaslight.mtroyal.ab.ca/bottlimp.htm is included (in both English &amp; German) and the bottle is a nice wooden piece.  Earlier versions had a stand-up cardboard piece that you cut out.&#10;&#10;",
166633,バウンスオフ,"Bounce-Off is a ball-bouncing game for two to four players where the object is to use the balls to make a pattern shown on a card. If you're playing with two two-player teams, each team gets four balls. If you're only playing with two players, each player gets eight balls. Flip over one of the pattern cards to see which pattern you need to create. The green cards are easier than the blue cards. Then, you can either take turns bouncing your balls into the grid or bounce the balls all at once. If your balls create the pattern first, you win that card. The first team or player with three cards wins the game.&#10;&#10;",
257726,ブリックス,"Brikks can be viewed as tabletop Tetris, with each player trying to place falling blocks into their grid to score the most points.&#10;&#10;To start the game, each player draws a different quadromino at the bottom of their individual game sheet. On a turn, the active player rolls two dice &mdash; a colored d6 and a numbered d4 &mdash; then optionally rolls both dice again. The two dice determine which specific quadromino &mdash; that is, which colored shape and in which orientation &mdash; all players must &quot;drop&quot; into their grid. To represent this, you draw an outline of the block at the bottom of your sheet as if you had dropped it in from the top, then X out the spaces covered by the quadromino.&#10;&#10;If you cover a circle on the grid that's the same color as the quadromino just placed there, you collect two energy points. By spending one energy point on a turn, you can possibly &quot;rotate&quot; the quadromino to be placed depending on what dice were rolled; by spending five energy points, you can place exactly the quadromino you want, ignoring the result of the dice. As you collect energy, you might cover an X on the energy chart; if you do, you track these Xs on a separate &quot;extra point&quot; bar, with the points escalating for each X you collect. If you complete 2-4 lines through the placement of a single quadromino, you collect an additional 1-4 Xs for this extra point bar.&#10;&#10;Each player has three bombs they can spend to blow up a block instead of placing it, but by doing so you give up endgame points.&#10;&#10;As soon as you can no longer place a quadromino in your grid, your game is over. Once everyone has filled their grid to the top, tally your points. In addition to the extra points bar and any bombs unused, you score 1-5 points for each horizontal line that contains 8-10 Xs, with these line points doubling, or even quadrupling, as you go higher in the grid. Whoever scores the most points wins!&#10;&#10;&quot;Brikks&quot; also contains rules for a duel mode and a solitaire mode.&#10;&#10;",
